hip,proper,ra,dec,mag,ci,spect,con,bayer,flam
101769,Rotanev,20.625816,14.595087,3.64,0.425,F5IV,Del,Bet,6
77233,,15.769793,15.421826,3.65,0.073,A3V,Ser,Bet,28
88714,,18.11052,-50.091477,3.65,-0.101,B2Ib,Ara,The,
110960,,22.480531,-0.019972,3.65,0.406,F3III-IV,Aqr,Zet-1,55
20205,Prima Hyadum,4.329889,15.627642,3.65,0.981,G8III,Tau,Gam,54
46733,,9.525453,63.061861,3.65,0.36,F0IV,UMa,,23
75695,Nusakan,15.463818,29.105703,3.66,0.319,F0p,CrB,Bet,3
76600,,15.64427,-29.777754,3.66,-0.177,B2.5V,Lib,Tau,40
68756,Thuban,14.073165,64.37585,3.67,-0.049,A0III SB,Dra,Alp,11
103227,,20.913498,-58.454155,3.67,1.25,K0III,Ind,Bet,
97365,,19.789795,18.534286,3.68,1.313,M2II + B6,Sge,Del,7
114341,,23.157443,-21.17241,3.68,1.202,K1III,Aqr,,88
22549,,4.853434,5.605104,3.68,-0.157,B2III SB,Ori,Pi-4,3
42828,,8.726539,-33.186385,3.68,-0.18,B1.5III,Pyx,Alp,
2920,Fulu,0.616188,53.896909,3.69,-0.196,B2IV,Cas,Zet,17
9007,,1.932564,-51.608896,3.69,0.844,G5IV,Eri,Chi,
57399,Taiyangshou,11.767515,47.779406,3.69,1.181,K0III,UMa,Chi,63
106985,Nashira,21.668181,-16.662308,3.69,0.32,A7III:mp...,Cap,Gam,40
23453,Saclateni,5.041301,41.075837,3.69,1.154,K4II comp,Aur,Zet,8
47854,,9.754117,-62.507903,3.69,1.01,G5Iab/Ib,Car,,
87933,,17.962744,29.24788,3.7,0.935,K0III,Her,Xi,92
114971,,23.286094,3.282289,3.7,0.916,G7III,Psc,Gam,6
15474,,3.325278,-21.757864,3.7,1.614,M3/M4III,Eri,Tau-4,16
77622,,15.846935,4.47773,3.71,0.147,A2m,Ser,Eps,37
88771,,18.122496,9.563847,3.71,0.159,A4IVs,Oph,,72
98036,Alshain,19.921887,6.406763,3.71,0.855,G8IVvar,Aql,Bet,60
22797,,4.904193,2.440672,3.71,-0.179,B2III SB,Ori,Pi-5,8
28103,,5.940082,-14.1677,3.71,0.337,F1V,Lep,Eta,16
38414,,7.870288,-40.575786,3.71,1.012,G5III...,Pup,,
104060,,21.082184,43.927852,3.72,1.609,K5Ibv SB,Cyg,Xi,62
16537,Ran,3.548848,-9.458262,3.72,0.881,K2V,Eri,Eps,18
17499,Electra,3.747927,24.113339,3.72,-0.105,B6III,Tau,,17
28358,,5.992111,54.284656,3.72,1.01,K0III,Aur,Del,33
72220,,14.770812,1.892885,3.73,-0.005,A0V,Vir,,109
87585,Grumium,17.892134,56.872643,3.73,1.177,K2III,Dra,Xi,32
107089,,21.691253,-77.390046,3.73,1.008,K0III,Oct,Nu,
112961,,22.87691,-7.579599,3.73,1.626,M2IIIvar,Aqr,Lam,73
16083,,3.45282,9.73268,3.73,-0.082,B9Vn,Tau,Xi,2
8645,Baten Kaitos,1.857676,-10.335038,3.74,1.136,K2III,Cet,Zet,55
80170,,16.365338,19.15313,3.74,0.299,A9III,Her,Gam,20
104887,,21.246517,38.045317,3.74,0.393,F1IV,Cyg,Tau,65
87108,,17.798211,2.707276,3.75,0.043,A0V,Oph,Gam,62
44511,,9.069248,-47.097737,3.75,1.174,K2III,Vel,,
93683,,19.07805,-21.741496,3.76,1.012,K0III,Sgr,Omi,39
95853,,19.495098,51.729779,3.76,0.148,A5Vn,Cyg,Iot-2,10
111169,,22.521515,50.282491,3.76,0.031,A1V,Lac,Alp,7
26069,,5.560421,-62.489825,3.76,0.64,F6Ia,Dor,Bet,
27654,,5.855357,-20.879089,3.76,0.984,G8III/IV,Lep,Del,15
30867,,6.480297,-7.033062,3.76,-0.113,B3Ve,Mon,Bet,11
82363,,16.82976,-59.041378,3.77,1.562,K5III,Ara,Eta,
13268,Miram,2.844945,55.895496,3.77,1.69,K3Ib comp SB,Per,Eta,15
101958,Sualocin,20.660635,15.912072,3.77,-0.057,B9V,Del,Alp,9
105881,,21.444452,-22.411332,3.77,1.002,G4Ibp...,Cap,Zet,34
109176,,22.116847,25.345112,3.77,0.435,F5V,Peg,Iot,24
17529,,3.753232,42.578549,3.77,0.425,F5IIvar,Per,Nu,41
20455,Secunda Hyadum,4.382247,17.542514,3.77,0.983,G8III,Tau,Del-1,61
26549,,5.645769,-2.600069,3.77,-0.19,O9.5V...,Ori,Sig,48
41312,,8.428951,-66.13689,3.77,1.132,K2IIIvar,Vol,Bet,
42570,,8.677103,-46.648744,3.77,0.67,F3Ia,Vel,,
53253,,10.891559,-58.853171,3.78,0.945,K0III-IV...,Car,,
71795,,14.68582,13.7283,3.78,0.044,A3IVn,Boo,Zet,30
102618,Albali,20.794598,-9.495776,3.78,0.0,A1V,Aqr,Eps,2
34481,,7.145788,-70.498932,3.78,1.006,G8IIIvar,Vol,Gam-2,
36046,,7.428779,27.79808,3.78,1.024,G9III+...,Gem,Iot,60
48319,,9.849867,59.038735,3.78,0.291,F0IV,UMa,Ups,29
53229,Praecipua,10.888526,34.214871,3.79,1.04,K0III-IV,LMi,,46
14668,Misam,3.158258,44.857544,3.79,0.98,K0III,Per,Kap,27
76276,,15.580041,10.538867,3.8,0.268,F0IV,Ser,Del,13
94779,,19.28504,53.368459,3.8,0.95,K0III,Cyg,Kap,1
99675,,20.227196,46.741329,3.8,1.27,K2II+...,Cyg,,31
14879,Dalim,3.201249,-28.987618,3.8,0.543,F8V,For,Alp,
37229,,7.647186,-26.803836,3.8,-0.159,B5IV,Pup,,
51232,,10.464649,-58.739403,3.81,0.317,F2II,Car,,
76952,,15.712381,26.295637,3.81,0.02,A1Vs,CrB,Gam,8
116584,,23.626056,46.458152,3.81,0.984,G8III-IV,And,Lam,16
21393,Theemin,4.592512,-30.562341,3.81,0.957,G8III,Eri,Ups-2,52
56211,Giausar,11.523407,69.331076,3.82,1.613,M0IIIvar,Dra,Lam,1
80883,Marfik,16.515229,1.983923,3.82,0.022,A2V,Oph,Lam,10
86414,,17.657747,46.006332,3.82,-0.179,B3V SB,Her,Iot,85
9487,Alrescha,2.034117,2.763759,3.82,0.024,A2,Psc,Alp,113
45688,,9.314069,36.802597,3.82,0.066,A1V,Lyn,,38
51069,,10.434842,-16.83629,3.83,1.456,K4III,Hya,Mu,42
68245,,13.971186,-42.100753,3.83,-0.224,B2IV,Cen,Phi,
72370,,14.797701,-79.044751,3.83,1.433,K5III,Aps,Alp,
51624,,10.546853,9.306586,3.84,-0.148,B1Ib SB,Leo,Rho,47
51986,,10.621717,-48.22562,3.84,0.3,A3m+...,Vel,,
61199,,12.541134,-72.132988,3.84,-0.157,B5V,Mus,Gam,
88794,,18.125708,28.762488,3.84,-0.018,B9.5V,Her,Omi,103
89341,Polis,18.229392,-21.058834,3.84,0.195,B2III:,Sgr,Mu,13
97433,,19.80285,70.26793,3.84,0.888,G8III,Dra,Eps,63
17440,,3.736593,-64.806903,3.84,1.133,K0IV SB,Ret,Bet,
17448,Atik,3.738648,32.288248,3.84,0.022,B1III,Per,Omi,38
20885,,4.476248,15.962181,3.84,0.952,G7III,Tau,The-1,77
43783,,8.917457,-60.644609,3.84,-0.104,B8III,Car,,
50191,,10.245607,-42.121942,3.85,0.051,A2V,Vel,,
61281,,12.558058,69.788238,3.85,-0.116,B6IIIp,Dra,Kap,5
61622,,12.628394,-48.541304,3.85,0.049,A2V,Cen,Tau,
78072,,15.940882,15.661617,3.85,0.478,F6V,Ser,Gam,41
90139,,18.394967,21.769752,3.85,1.168,K2III,Her,,109
91117,,18.586785,-8.244073,3.85,1.317,K2III,Sct,Alp,
19747,,4.233363,-42.294368,3.85,1.085,K1III,Hor,Alp,
27321,,5.788079,-51.066514,3.85,0.171,A3V,Pic,Bet,
30277,,6.368564,-33.4364,3.85,0.858,G7II,Col,Del,
4436,,0.945885,38.499345,3.86,0.13,A5V,And,Mu,37
79664,,16.257297,-63.685682,3.86,1.105,G5II,TrA,Del,
81065,,16.557609,-78.897148,3.86,0.923,K0IV SB,Aps,Gam,
87808,,17.93755,37.250539,3.86,1.35,K1IIvar,Her,The,91
110395,Sadachbia,22.360938,-1.387331,3.86,-0.057,A0V,Aqr,Gam,48
21594,Sceptrum,4.63634,-14.30402,3.86,1.082,K1III,Eri,,53
25859,,5.520209,-35.470519,3.86,1.13,K1II/III,Col,Eps,
68282,,13.977987,-44.803584,3.87,-0.208,B2IV-V,Cen,Ups-1,
71957,,14.717673,-5.658207,3.87,0.385,F2III,Vir,Mu,107
78104,Iklil,15.948077,-29.214073,3.87,-0.199,B2IV/V,Sco,Rho,5
97804,,19.874547,1.005661,3.87,0.63,F6Ibv SB,Aql,Eta,55
17573,Maia,3.763779,24.367748,3.87,-0.063,B8III,Tau,,20
43023,,8.767124,-46.041527,3.87,0.015,A1III,Vel,,
765,,0.156836,-45.747426,3.88,1.013,K0III,Phe,Eps,
8832,Mesarthim,1.89217,19.293852,3.88,-0.047,A1p Si,Ari,Gam-2,5
74376,,15.198918,-48.737819,3.88,-0.029,B9V,Lup,Kap-1,
114421,,23.17264,-45.246711,3.88,0.998,K0III SB,Gru,Iot,
48455,Rasalas,9.879398,26.006951,3.88,1.222,K0III,Leo,Mu,24
60129,Zaniah,12.331766,-0.666803,3.89,0.026,A2IV,Vir,Eta,15
98110,,19.938438,35.083424,3.89,1.019,K0IIIvar,Cyg,Eta,21
13701,Azha,2.940458,-8.898144,3.89,1.088,K1III-IV,Eri,Eta,3
33152,,6.902209,-24.184211,3.89,1.74,K3Iab,CMa,Omi-1,16
45336,,9.239405,2.31428,3.89,-0.06,B9.5V,Hya,The,22
55425,,11.350117,-54.491019,3.9,-0.157,B5Vn,Cen,Pi,
65936,,13.517405,-39.407307,3.9,1.186,G8II/III,Cen,,
47431,Ukdah,9.664267,-1.14281,3.9,1.313,K3IIIvar,Hya,Iot,35
60823,,12.467331,-50.230635,3.91,-0.192,B3V,Cen,Sig,
73807,,15.085303,-47.051245,3.91,-0.144,B5,Lup,Pi,
76333,Zubenelhakrabi,15.592105,-14.789537,3.91,1.007,K0III,Lib,Gam,38
79992,,16.329011,46.313366,3.91,-0.151,B5IV,Her,Tau,22
18907,,4.052606,5.989305,3.91,0.032,A1V,Tau,Nu,38
41307,,8.427676,-3.906424,3.91,-0.012,A0V,Hya,,
83207,,17.004827,30.926405,3.92,-0.018,A0V,Her,Eps,58
95168,,19.361211,-17.847197,3.92,0.228,F0III/IV,Sgr,Rho-1,44
104987,Kitalpha,21.263731,5.247845,3.92,0.549,G0III+...,Equ,Alp,8
2072,,0.436716,-43.679829,3.93,0.175,A7V,Phe,Kap,
7083,,1.520851,-49.072702,3.93,0.972,K0III-IV,Phe,Del,
54463,,11.143165,-58.975037,3.93,1.225,G0Ia0,Car,,
78933,,16.113452,-20.669192,3.93,-0.046,B1V,Sco,Ome-1,9
88192,,18.010754,2.931568,3.93,0.029,B5Ib,Oph,,67
13531,,2.904295,52.762479,3.93,0.758,G4III...,Per,Tau,18
21444,,4.605317,-3.352459,3.93,-0.21,B2III SB,Eri,Nu,48
37504,,7.697004,-72.606098,3.93,1.033,K0III,Vol,Zet,
5348,Wurren,1.139742,-55.24576,3.94,-0.12,B6V + B0V,Phe,Zet,
103413,,20.952893,41.167136,3.94,0.027,A1Vn,Cyg,Nu,58
37447,,7.687454,-9.551131,3.94,1.022,K0III,Mon,Alp,26
37677,,7.73013,-28.954826,3.94,0.16,A2Iab,Pup,,3
42911,Asellus Australis,8.74475,18.154309,3.94,1.083,K0III,Cnc,Del,47
,,13.398996,54.920471,3.95,0.13,A1 m,UMa,Zet,79
9598,,2.057268,72.421294,3.95,-0.002,A2V,Cas,,50
31592,,6.611399,-19.255879,3.95,1.037,K1III+...,CMa,Nu-2,7
95241,Arkab Prior,19.377303,-44.458965,3.96,-0.085,B9V,Sgr,Bet-1,
95347,Rukbat,19.398103,-40.61594,3.96,-0.105,B8V,Sgr,Alp,
99848,,20.257867,47.714208,3.96,1.451,K3Ib-II comp,Cyg,,32
115438,,23.382842,-20.10058,3.96,1.082,K0III,Aqr,,98
19343,,4.144357,47.712513,3.96,-0.025,B3Ve,Per,,48
28328,,5.985778,-42.815135,3.96,1.146,K0III,Col,Eta,
44248,,9.010685,41.782911,3.96,0.463,F5V,Lyn,,
45101,,9.187985,-62.316977,3.96,-0.18,B3IV,Car,,
59449,,12.194202,-52.36846,3.97,-0.156,B3V,Cen,Rho,
77634,,15.849316,-33.627165,3.97,-0.045,B9.5III-IV,Lup,Chi,5
98495,,20.009845,-72.910504,3.97,-0.032,A0V,Pav,Eps,
110997,,22.487825,-43.495565,3.97,1.022,G6/G8III,Gru,Del-1,
112440,,22.775521,23.565654,3.97,1.07,G8II-III,Peg,Lam,47
20535,Beemim,4.400613,-34.016846,3.97,1.468,K4III,Eri,,43
27673,,5.858166,39.14848,3.97,1.132,K0III,Aur,Nu,32
35228,,7.280508,-67.957152,3.97,0.76,F6II,Vol,Del,
42515,,8.668373,-35.308352,3.97,0.936,G5II/III,Pyx,Bet,
106481,,21.56635,45.591837,3.98,0.885,G8III,Cyg,Rho,73
18614,Menkib,3.98275,35.791033,3.98,0.016,O7.5Iab:,Per,Xi,46
50954,,10.406592,-74.031612,3.99,0.369,F2IV,Car,,
65477,Alcor,13.420413,54.987958,3.99,0.169,A5V SB,UMa,,80
9347,,2.000084,-21.077831,3.99,1.554,K5/M0III,Cet,Ups,59
114996,,23.290498,-58.235734,3.99,0.41,F1III,Tuc,Gam,
29651,,6.247592,-6.274776,3.99,1.319,K3III,Mon,Gam,5
55642,,11.398736,10.529509,4.0,0.423,F2IV SB,Leo,Iot,78
79374,Jabbah,16.199926,-19.460708,4.0,0.076,B2IV,Sco,Nu,14
44382,,9.040777,-66.396076,4.0,0.145,Am,Vol,Alp,
8068,,1.727675,50.688732,4.01,-0.098,B2Vpe,Per,Phi,
71865,,14.699332,-37.793498,4.01,-0.157,B2.5V,Cen,,
78527,,16.031532,58.565251,4.01,0.528,F8IV-V,Dra,The,13
80000,,16.330687,-50.155508,4.01,1.08,G8III,Nor,Gam-2,
91792,,18.71726,-71.428113,4.01,1.134,K2III,Pav,Zet,
101076,,20.489926,30.368555,4.01,0.404,F5II,Cyg,,41
22109,,4.758375,-3.254657,4.01,-0.148,B5IV,Eri,Mu,57
34088,Mekbuda,7.068481,20.570297,4.01,0.899,G3Ibv SB,Gem,Zet,43
35037,,7.246849,-26.772667,4.01,-0.15,B2IV/Ve,CMa,Ome,28
59199,Alchiba,12.140225,-24.728875,4.02,0.334,F0IV/V,Crv,Alp,1
93244,,18.993711,15.068298,4.02,1.082,K2III,Aql,Eps,13
93429,,19.028008,-5.739115,4.02,1.079,K1IIIvar,Aql,,12
43409,,8.842204,-27.709844,4.02,1.272,K3III,Pyx,Gam,
63003,,12.9099,-57.177924,4.03,-0.18,B2IV-V,Cru,Mu-1,
88601,,18.090913,2.500099,4.03,0.86,K0V SB,Oph,,70
10670,,2.288573,33.847194,4.03,0.019,A1Vnn,Tri,Gam,9
101421,Aldulfin,20.553547,11.303263,4.03,-0.123,B6III,Del,Eps,2
118268,,23.988525,6.863321,4.03,0.419,F4IV,Psc,Ome,28
23522,,5.05697,60.442245,4.03,0.921,G0Ib,Cam,Bet,10
43103,,8.778284,28.759898,4.03,1.007,G8Iab:,Cnc,Iot,48
57380,,11.764322,6.529376,4.04,1.501,M0III,Vir,Nu,3
70497,,14.419967,51.850744,4.04,0.497,F7V,Boo,The,23
111497,,22.589272,-0.117498,4.04,-0.083,B9IV-Vn,Aqr,Eta,62
19587,Beid,4.197761,-6.837581,4.04,0.327,F2II-III,Eri,Omi-1,38
55434,,11.352276,6.029322,4.05,-0.058,B9.5Vs,Leo,Sig,77
67459,,13.824623,15.797905,4.05,1.52,K5IIIvar,Boo,Ups,5
70090,,14.342623,-37.885295,4.05,-0.03,A0IV,Cen,Psi,
71536,,14.631454,-49.425828,4.05,-0.152,B5V,Lup,Rho,
112716,,22.826528,-13.592632,4.05,1.57,K5III,Aqr,Tau-2,71
14632,,3.151005,49.613278,4.05,0.595,G0V,Per,Iot,
40702,,8.308703,-76.919722,4.05,0.413,F5III,Cha,Alp,
42884,,8.739987,-42.649276,4.05,0.874,G5III,Vel,,
55705,,11.414702,-17.68401,4.06,0.216,A9V,Crt,Gam,15
59929,,12.292917,-67.960736,4.06,1.603,M5III,Mus,Eps,
60009,,12.307298,-64.003071,4.06,-0.168,B2.5V,Cru,Zet,
72010,,14.727624,-35.173655,4.06,1.356,K3III,Cen,,
83153,,16.993069,-53.160438,4.06,1.452,K4III,Ara,Eps-1,
22957,,4.939521,13.514466,4.06,1.158,K2III,Ori,Omi-2,9
36962,,7.598708,26.895741,4.06,1.54,K5III,Gem,Ups,69
69701,Syrma,14.266908,-6.000547,4.07,0.511,F7V,Vir,Iot,99
74117,,15.147394,-45.279857,4.07,-0.162,B3V,Lup,Lam,
74824,,15.291917,-58.801208,4.07,0.088,A3V,Cir,Bet,
110991,,22.486183,58.415198,4.07,0.778,G2Ibvar,Cep,Del,27
3693,,0.788981,24.267178,4.08,1.1,K1II,And,Zet,34
53740,Alkes,10.996244,-18.298783,4.08,1.079,K1III,Crt,Alp,7
92862,,18.922249,43.946088,4.08,1.397,M5IIIvar,Lyr,,13
11001,,2.362498,-68.659418,4.08,0.034,A3V,Hyi,Del,
12387,,2.658044,0.328511,4.08,-0.212,B2IV,Cet,Del,82
104139,,21.099118,-17.232861,4.08,-0.01,A1V,Cap,The,23
105502,,21.36811,19.804508,4.08,1.108,K1III,Peg,,1
14146,,3.039863,-23.624472,4.08,0.163,A4V,Eri,Tau-3,11
33160,,6.903167,-12.038628,4.08,1.418,K4III,CMa,The,14
46974,,9.574071,-59.229753,4.08,-0.013,B5II,Car,,
77450,Gudja,15.812327,18.141564,4.09,1.616,M1III,Ser,Kap,35
26366,,5.615108,9.290673,4.09,0.951,G8III-IV,Ori,Phi-2,40
7513,Titawin,1.613299,41.405459,4.1,0.536,F8V,And,Ups,50
90568,,18.480505,-49.070588,4.1,0.995,G8/K0III,Tel,Zet,
94160,,19.167154,-39.340796,4.1,1.163,K0II/IIICN.,CrA,Bet,
12777,,2.736634,49.228448,4.1,0.514,F7V,Per,The,13
38164,,7.820638,-46.373205,4.1,-0.16,B0III,Pup,,
51839,,10.591166,-78.607786,4.11,1.58,M0III,Cha,Gam,
57439,,11.775232,-61.178398,4.11,0.895,G0II,Cen,,
76440,,15.612,-66.317037,4.11,1.161,K0III,TrA,Eps,
94114,Meridiana,19.157869,-37.904474,4.11,0.042,A0/A1V,CrA,Alp,
12486,,2.677781,-39.855375,4.11,1.006,K0III,Eri,Iot,
113638,,23.014677,-52.754137,4.11,0.96,G8III,Gru,Zet,
34045,Muliphein,7.062637,-15.633286,4.11,-0.112,B8II,CMa,Gam,23
42312,,8.627399,-42.989081,4.11,0.109,A6II,Vel,,
48356,Zhang,9.85797,-14.846603,4.11,0.918,G6/G8III,Hya,Ups-1,39
58948,,12.086817,8.732985,4.12,0.967,G8III,Vir,Omi,9
98032,,19.921026,-41.868288,4.12,1.063,K0III,Sgr,Iot,
12394,,2.659799,-68.266946,4.12,-0.061,B9III,Hyi,Eps,
102978,,20.863692,-26.919133,4.12,1.633,K4III,Cap,Ome,18
111043,,22.495955,-43.749224,4.12,1.57,M4.5IIIa,Gru,Del-2,
19812,,4.248295,48.409331,4.12,0.935,G0Ib...,Per,Mu,51
28614,,6.039722,9.647276,4.12,0.17,Am...,Ori,Mu,61
77853,,15.897093,-16.729293,4.13,1.003,K0III,Lib,The,46
102485,,20.76826,-25.270898,4.13,0.426,F5V,Cap,Psi,16
112405,,22.767692,-81.381615,4.13,0.208,A9IV/V,Oct,Bet,
116771,,23.665844,5.626292,4.13,0.507,F7V,Psc,Iot,17
25247,,5.399119,-7.808065,4.13,0.943,G8III,Ori,,29
30883,,6.482719,20.212133,4.13,-0.115,B6III,Gem,Nu,18
59072,,12.114687,-64.61373,4.14,0.353,F2III,Cru,Eta,
76127,,15.548829,31.359133,4.14,-0.127,B6Vnn,CrB,The,4
78159,,15.959794,26.87788,4.14,1.231,K3III,CrB,Eps,13
107354,,21.744092,25.645036,4.14,0.425,F5IV,Peg,Kap,10
109937,,22.26616,37.748737,4.14,1.447,K3III,Lac,,1
16369,,3.514549,12.936678,4.14,1.112,K0II-III...,Tau,,5
17608,Merope,3.772104,23.948358,4.14,-0.051,B6IV,Tau,,23
42313,,8.627602,5.703782,4.14,0.003,A1Vnn,Hya,Del,4
85112,,17.394708,37.145946,4.15,-0.011,B9.5III,Her,Rho,75
116805,,23.673469,44.333932,4.15,-0.071,B9IVn,And,Kap,19
34769,,7.197739,-0.492764,4.15,-0.005,A2V,Mon,Del,22
85340,,17.439504,-24.175309,4.16,0.283,A3IV:m,Oph,,44
28734,,6.068671,23.263341,4.16,0.835,G7III,Gem,,1
36366,,7.485195,31.78455,4.16,0.32,F0V...,Gem,Rho,62
2599,,0.549997,62.931783,4.17,0.13,B1Ia,Cas,Kap,15
110003,Ancha,22.280565,-7.78329,4.17,0.979,G8III-IV,Aqr,The,43
17874,,3.824237,-36.20025,4.17,0.927,G8III,Eri,,
69427,Kang,14.214929,-10.273702,4.18,1.323,K3III,Vir,Kap,98
69732,Xuange,14.273074,46.088305,4.18,0.087,A0sh,Boo,Lam,19
81304,,16.606242,-35.255326,4.18,1.535,K5III,Sco,,
109857,,22.250544,57.043587,4.18,0.278,F0IV,Cep,Eps,23
111954,,22.677594,-27.043617,4.18,-0.105,B8V,PsA,Eps,18
67457,,13.824091,-34.450776,4.19,1.52,M5III,Cen,,2
92043,,18.761035,20.546308,4.19,0.483,F6V,Her,,110
51233,,10.464727,36.707212,4.2,0.908,G8III-IV,LMi,Bet,31
81126,,16.568384,42.437041,4.2,-0.013,B9Vvar,Her,Sig,35
112447,,22.778216,12.172888,4.2,0.502,F7V,Peg,Xi,46
113246,,22.932472,-32.539628,4.2,0.952,G8III,PsA,Del,23
25813,,5.51307,5.948139,4.2,-0.143,B5V,Ori,,32
38835,,7.94765,-22.880119,4.2,0.718,F7/F8II,Pup,,11
82080,,16.766159,82.037262,4.21,0.897,G5IIIvar,UMi,Eps,22
101093,,20.493015,62.994105,4.21,0.199,A7III,Cep,The,2
105858,,21.440705,-65.366198,4.21,0.494,F6V,Pav,Gam,
16228,,3.484482,59.94033,4.21,0.419,B9Ia,Cam,,
20635,,4.422822,22.293874,4.21,0.136,A7IV-V,Tau,Kap-1,65
78918,,16.109874,-36.802288,4.22,-0.184,B2.5Vn,Lup,The,
80569,,16.450399,-18.456251,4.22,0.217,B2Vne,Oph,Chi,7
89908,,18.345955,71.337814,4.22,-0.093,A0p (Si),Dra,Phi,43
92175,,18.786242,-4.747867,4.22,1.087,G5II...,Sct,Bet,
92609,,18.870288,-62.187593,4.22,-0.15,B2II-III,Pav,Lam,
92791,,18.908412,36.898613,4.22,1.575,M4IIvar,Lyr,Del-2,12
13254,,2.843063,38.318644,4.22,0.343,F2III,Per,,16
102453,,20.761043,30.719715,4.22,1.051,K0III,Cyg,,52
105102,,21.290265,39.394681,4.22,0.098,B9Iab,Cyg,Sig,67
114724,,23.238711,-6.049003,4.22,1.545,M2III,Aqr,Phi,90
17651,,3.780804,-23.249723,4.22,0.434,F3/F5V,Eri,Tau-6,27
38518,,7.888378,-48.102934,4.22,-0.13,B0.5Ib,Pup,,
1599,,0.334142,-64.874791,4.23,0.576,F9V,Tuc,Zet,
64394,,13.197904,27.878183,4.23,0.572,G0V,Com,Bet,43
67153,,13.761471,-33.043721,4.23,0.39,F3V,Cen,,1
68520,,14.027443,1.544532,4.23,0.121,A3V,Vir,Tau,93
79101,,16.146162,44.934906,4.23,-0.045,B9MNp...,Her,Phi,11
81852,,16.718126,-77.517435,4.23,1.06,K0III,Aps,Bet,
93825,,19.106971,-37.063437,4.23,0.523,F7IV-V,CrA,Gam,
107259,,21.725127,58.780046,4.23,2.242,M2Ia,Cep,Mu,
107533,,21.779891,49.30957,4.23,-0.12,B3III,Cyg,Pi-2,81
37629,,7.721867,28.88351,4.23,1.118,K1III SB,Gem,Sig,75
5372,,1.145613,86.25709,4.24,1.213,K2II-III,Cep,,
60000,,12.305812,-79.31224,4.24,-0.123,B5Vn,Cha,Bet,
61317,Chara,12.562411,41.35748,4.24,0.588,G0V,CVn,Bet,8
80911,,16.523037,-34.704366,4.24,-0.168,B2III-IV,Sco,,
86565,,17.690243,-12.875307,4.24,0.086,A2Va,Ser,Omi,56
11407,,2.449755,-47.70384,4.24,-0.136,B5IV,Eri,Kap,
12770,,2.735375,-13.858696,4.24,-0.122,B7IV,Cet,Pi,89
114855,,23.264859,-9.087737,4.24,1.107,K0III,Aqr,Psi-1,91
5896,,1.262704,-68.875927,4.25,0.48,F6IV,Tuc,Kap,
62896,,12.890607,-40.178872,4.25,0.224,A4IV,Cen,,
70692,,14.458758,75.695993,4.25,1.431,K4III,UMi,,5
107418,,21.75748,61.120806,4.25,0.474,A2Iavar,Cep,Nu,10
19167,,4.109735,50.351262,4.25,-0.011,A0IVn,Per,Lam,47
21402,,4.594239,10.16079,4.25,0.184,A5m,Tau,,88
21476,,4.611508,41.264808,4.25,1.171,G8II comp,Per,,58
23972,,5.15244,-8.754081,4.25,-0.187,B2IVn,Eri,Lam,69
41075,Alsciaukat,8.380588,43.188131,4.25,1.55,K5III,Lyn,,31
5434,,1.158368,47.241792,4.26,0.012,B7III,And,Phi,42
8198,Torcular,1.756564,9.157736,4.26,0.942,K0III,Psc,Omi,110
86170,,17.609121,-38.635308,4.26,1.075,G8/K0III/IV,Sco,,
88267,,18.025113,21.595782,4.26,0.406,G5,Her,,95
108917,Kurhah,22.063135,64.627971,4.26,0.379,Am,Cep,Xi,17
15510,82 G. Eri,3.331944,-43.069784,4.26,0.711,G8V,Eri,,
16611,,3.563132,-21.632883,4.26,-0.106,B9V,Eri,Tau-5,19
19893,,4.267097,-51.486648,4.26,0.312,F4III,Dor,Gam,
22783,,4.900836,66.342678,4.26,-0.008,O9.5Ia SB:,Cam,Alp,9
44066,Acubens,8.974784,11.857701,4.26,0.141,A5m,Cnc,Alp,65
4906,,1.049058,7.890135,4.27,0.952,K0III,Psc,Eps,71
64004,,13.11518,-49.906246,4.27,-0.182,B1.5V,Cen,Xi-2,
74911,,15.308897,-47.875272,4.27,-0.086,B8V,Lup,Mu,
95294,Arkab Posterior,19.386976,-44.799778,4.27,0.35,F2III,Sgr,Bet-2,
12828,,2.749039,10.114146,4.27,0.311,F1III-IV,Cet,Mu,87
102532,,20.77764,16.124296,4.27,1.042,K1IV,Del,Gam-2,12
115830,,23.466138,6.378992,4.27,1.062,K1III,Psc,The,10
19860,,4.258905,8.892357,4.27,-0.054,B3IV,Tau,Mu,49
21589,,4.635961,12.510838,4.27,0.122,A6V,Tau,,90
21881,,4.704084,22.956926,4.27,-0.112,B3V,Tau,Tau,94
51172,,10.45253,-31.067779,4.28,1.429,K4III,Ant,Alp,
85423,,17.455909,-29.867033,4.28,0.402,F3III,Oph,,45
99655,,20.223288,56.567722,4.28,0.114,A3IV-Vn,Cyg,,33
105515,,21.370776,-16.834542,4.28,0.888,G8III,Cap,Iot,32
109410,,22.166457,33.178224,4.28,0.471,F5III,Peg,Pi-2,29
114131,,23.11465,-43.520358,4.28,0.423,F5me...,Gru,The,
20711,,4.438461,22.813583,4.28,0.263,A8Vn,Tau,Ups,69
47193,,9.618151,81.326382,4.28,1.488,K3III,Dra,,
52154,,10.655112,-55.603268,4.29,1.025,G2II,Vel,,
57936,,11.881813,-33.908124,4.29,-0.1,Ap Si,Hya,Bet,
77055,,15.734299,77.794493,4.29,0.038,A3Vn,UMi,Zet,16
